coordinates,coordinates.coordinates,coordinates.type,created_at,geo,geo.coordinates,geo.type,id,place.bounding_box.coordinates,place.bounding_box.type,place.contained_within,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,text,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.entities.url.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
,"[-95.38122, 29.68057]",Point,Mon Jan 14 03:45:11 +0000 2019,,"[29.68057, -95.38122]",Point,1084657653287211008,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",Polygon,[],United States,US,"Houston, TX",1c69a67ad480e1b1,Houston,city,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,"Closed due to road construction on 288 S Fwy NB at The S Lp, stopped traffic back to Reed Rd. #traffic https://t.co/vuUN2yElDh",False,Wed Feb 09 21:09:17 +0000 2011,False,False,Your #1 stop for all your Houston Traffic needs! See a #Traffic issue?  Tweet us or call us on the tip line at 281- 214-0440 #HoustonTexans #HoustonAstros,[],"[{'expanded_url': 'http://www.ktrh.com/pages/traffic_blog.html', 'url': 'http://t.co/cDCHBFKrKR', 'indices': [0, 22], 'display_url': 'ktrh.com/pages/traffic_…'}]",17,False,1926,False,175,True,False,249818911,249818911,False,False,en,107,"Houston, TX",TTN Houston,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/249818911/1373994579,http://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,https://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,TotalTrafficHOU,222504,,none,http://t.co/cDCHBFKrKR,,False
,"[-97.3204, 32.72612]",Point,Mon Jan 14 03:23:02 +0000 2019,,"[32.72612, -97.3204]",Point,1084652079992500225,"[[[-97.538285, 32.569477], [-97.033542, 32.569477], [-97.033542, 32.990456], [-97.538285, 32.990456]]]",Polygon,[],United States,US,"Fort Worth, TX",42e46bc3663a4b5f,Fort Worth,city,https://api.twitter.com/1.1/geo/id/42e46bc3663a4b5f.json,"Road construction. two left lanes closed in #FortWorth on 35W SB at Allen Ave, stop and go traffic back to Rosedale St, delay of 1 min",False,Thu May 21 21:15:33 +0000 2009,False,False,Total Traffic Network for Dallas/Fort Worth-Call us to report traffic delays: 214-866-8888,[],"[{'expanded_url': 'http://www.totaltraffic.com/', 'url': 'http://t.co/vThEPeuicN', 'indices': [0, 22], 'display_url': 'totaltraffic.com'}]",191,False,12096,False,372,True,False,41679815,41679815,False,False,en,286,Dallas/Fort Worth,Total Traffic DFW,False,51EDC6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/439092889390309376/gmZyQ8YO_normal.png,https://pbs.twimg.com/profile_images/439092889390309376/gmZyQ8YO_normal.png,402A17,4A2C1E,60F0D3,42301C,True,False,TotalTrafficDFW,275709,,none,http://t.co/vThEPeuicN,,False
,"[-95.37297, 29.59789]",Point,Mon Jan 14 00:23:18 +0000 2019,,"[29.59789, -95.37297]",Point,1084606849578684416,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",Polygon,[],United States,US,"Houston, TX",1c69a67ad480e1b1,Houston,city,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,Closed due to road construction in #Southside on S Sam Houston Tollway EB between Hwy 288 and Cullen #traffic https://t.co/vuUN2yElDh,False,Wed Feb 09 21:09:17 +0000 2011,False,False,Your #1 stop for all your Houston Traffic needs! See a #Traffic issue?  Tweet us or call us on the tip line at 281- 214-0440 #HoustonTexans #HoustonAstros,[],"[{'expanded_url': 'http://www.ktrh.com/pages/traffic_blog.html', 'url': 'http://t.co/cDCHBFKrKR', 'indices': [0, 22], 'display_url': 'ktrh.com/pages/traffic_…'}]",17,False,1926,False,175,True,False,249818911,249818911,False,False,en,107,"Houston, TX",TTN Houston,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/249818911/1373994579,http://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,https://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,TotalTrafficHOU,222504,,none,http://t.co/cDCHBFKrKR,,False
,"[-117.8511, 34.35686]",Point,Sun Jan 13 23:27:31 +0000 2019,,"[34.35686, -117.8511]",Point,1084592810387533830,"[[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]",Polygon,[],United States,US,"California, USA",fbd6d2f5a4e4a15e,California,admin,https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json,All eastbound lanes are closed due to snow and ice on the road. in #Valyermo on Angeles Crest Hwy EB between CA-39 and Big Pines Hwy,False,Wed Aug 12 21:43:18 +0000 2009,False,False,Providing you #LIVE #traffic updates for your #SoCal drive! Got a tip? Tell us about it on the @RalphsGrocery Saving You Time Traffic Line: (888) 500-5003,[],"[{'expanded_url': 'http://totaltrafficla.com', 'url': 'https://t.co/JwhaVm9kQy', 'indices': [0, 23], 'display_url': 'totaltrafficla.com'}]",86,False,18017,False,532,True,False,65171105,65171105,False,False,en,718,Southern California,Total Traffic LA,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,https://pbs.twimg.com/profile_banners/65171105/1409546470,http://pbs.twimg.com/profile_images/511290019365928960/Lf6blr9Y_normal.jpeg,https://pbs.twimg.com/profile_images/511290019365928960/Lf6blr9Y_normal.jpeg,1100FF,F2E195,FFF7CC,0C3E53,True,False,TotalTrafficLA,239386,,none,https://t.co/JwhaVm9kQy,,False
,,,Sun Jan 13 21:30:54 +0000 2019,,,,1084563464373317632,"[[[-80.595589, 37.0900216], [-80.513486, 37.0900216], [-80.513486, 37.146017], [-80.595589, 37.146017]]]",Polygon,[],United States,US,"Radford, VA",a265d5d344dbd61d,Radford,city,https://api.twitter.com/1.1/geo/id/a265d5d344dbd61d.json,"For Monday, January 14, all RCPS schools wii be closed due to inclement weather and some hazardous road, parking lo… https://t.co/EXNvu2c2ST",False,Sat Mar 15 23:41:20 +0000 2014,True,False,,[],"[{'expanded_url': 'http://www.rcps.org', 'url': 'http://t.co/Rk7g9BP7XK', 'indices': [0, 22], 'display_url': 'rcps.org'}]",143,False,256,False,144,True,False,2413919200,2413919200,False,False,en,1,"Radford, VA",Robert Graham,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/599385316160573440/iYsCkN-S_normal.jpg,https://pbs.twimg.com/profile_images/599385316160573440/iYsCkN-S_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,rfgraham1969,385,,none,http://t.co/Rk7g9BP7XK,,False
,,,Sun Jan 13 21:08:40 +0000 2019,,,,1084557868987305984,"[[[-83.67529, 36.540739], [-75.16644, 36.540739], [-75.16644, 39.466012], [-83.67529, 39.466012]]]",Polygon,[],United States,US,"Virginia, USA",5635c19c2b5078d1,Virginia,admin,https://api.twitter.com/1.1/geo/id/5635c19c2b5078d1.json,"From ACPS... Due to anticipated road conditions tomorrow, Monday 1/14, schools will be closed.  Stay safe, Mustangs… https://t.co/mEHzhndync",False,Wed Oct 29 14:34:42 +0000 2014,False,False,"Father of 2, husband to 1, Director of Athletics at Monticello, supporting all VHSL athletics/activities. Posts reflect my personal point of view.",[],,10238,False,1044,False,557,True,True,2882256487,2882256487,False,False,en,18,"Charlottesville, VA","Matthew Pearman, Sr.",False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2882256487/1455587827,http://pbs.twimg.com/profile_images/943666430590976000/JTXjyYph_normal.jpg,https://pbs.twimg.com/profile_images/943666430590976000/JTXjyYph_normal.jpg,FFCC4D,000000,000000,000000,False,False,MonticelloAD,9842,,none,,,False
,,,Sun Jan 13 19:24:49 +0000 2019,,,,1084531732798492680,"[[[-95.774704, 35.995476], [-89.098843, 35.995476], [-89.098843, 40.613641], [-95.774704, 40.613641]]]",Polygon,[],United States,US,"Missouri, USA",2526edd24c06e60c,Missouri,admin,https://api.twitter.com/1.1/geo/id/2526edd24c06e60c.json,"Tolton Catholic will remain closed tomorrow, January 14, due to concerns about road conditions.  Please watch commu… https://t.co/ju7ZMZnsIp",False,Fri Apr 08 03:15:39 +0000 2011,False,False,"A Catholic, college-preparatory high school educating students in the pillars of spirit, heart, mind, and body.",[],"[{'expanded_url': 'http://www.toltoncatholic.org', 'url': 'https://t.co/6rYpysK7o3', 'indices': [0, 23], 'display_url': 'toltoncatholic.org'}]",1259,False,1217,False,205,True,False,278855841,278855841,False,False,en,28,"Columbia, MO",Fr. Tolton Catholic,False,180778,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,https://pbs.twimg.com/profile_banners/278855841/1496329706,http://pbs.twimg.com/profile_images/960956839973208064/QwECUhU7_normal.jpg,https://pbs.twimg.com/profile_images/960956839973208064/QwECUhU7_normal.jpg,60ADD1,FFFFFF,F6F6F6,333333,True,False,ToltonCatholic,2664,,none,https://t.co/6rYpysK7o3,,False
,"[-84.77818, 39.18605]",Point,Sun Jan 13 19:22:43 +0000 2019,,"[39.18605, -84.77818]",Point,1084531205737984000,"[[[-84.8203089, 38.403186], [-80.518626, 38.403186], [-80.518626, 42.327133], [-84.8203089, 42.327133]]]",Polygon,[],United States,US,"Ohio, USA",de599025180e2ee7,Ohio,admin,https://api.twitter.com/1.1/geo/id/de599025180e2ee7.json,Closed due to road construction on I-275 Both NB/SB at Kilby Rd #traffic https://t.co/oaARUiexk1,False,Wed Feb 09 00:05:57 +0000 2011,True,False,,[],,2,False,1406,False,265,True,False,249404669,249404669,False,False,en,70,"Cincinnati, OH",TTWN Cincinnati,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/439091466866917376/PDRznaNf_normal.png,https://pbs.twimg.com/profile_images/439091466866917376/PDRznaNf_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,TotalTrafficCIN,48881,,none,,,False
,"[-95.37297, 29.59789]",Point,Sun Jan 13 16:06:35 +0000 2019,,"[29.59789, -95.37297]",Point,1084481846363242499,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",Polygon,[],United States,US,"Houston, TX",1c69a67ad480e1b1,Houston,city,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,Closed due to road construction in #Southside on S Sam Houston Tollway EB between Hwy 288 and Cullen #traffic https://t.co/vuUN2yElDh,False,Wed Feb 09 21:09:17 +0000 2011,False,False,Your #1 stop for all your Houston Traffic needs! See a #Traffic issue?  Tweet us or call us on the tip line at 281- 214-0440 #HoustonTexans #HoustonAstros,[],"[{'expanded_url': 'http://www.ktrh.com/pages/traffic_blog.html', 'url': 'http://t.co/cDCHBFKrKR', 'indices': [0, 22], 'display_url': 'ktrh.com/pages/traffic_…'}]",17,False,1926,False,175,True,False,249818911,249818911,False,False,en,107,"Houston, TX",TTN Houston,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/249818911/1373994579,http://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,https://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,TotalTrafficHOU,222504,,none,http://t.co/cDCHBFKrKR,,False
,"[-112.0829, 33.68369]",Point,Sun Jan 13 15:48:59 +0000 2019,,"[33.68369, -112.0829]",Point,1084477417949970434,"[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]]",Polygon,[],United States,US,"Phoenix, AZ",5c62ffb0f0f3479d,Phoenix,city,https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json,Road closed due to broken water main in #Phoenix on 7th Ave Both NB/SB at Deer Vly Rd #PHXtraffic https://t.co/hUIi7YWVvM,False,Wed Feb 09 22:48:40 +0000 2011,False,False,Call in your Traffic Problems - 602-374-6300,[],"[{'expanded_url': 'http://TTWnetwork.com', 'url': 'http://t.co/8EKZi4k5rI', 'indices': [0, 22], 'display_url': 'TTWnetwork.com'}]",61,False,1974,False,187,True,False,249856377,249856377,False,False,en,131,"Phoenix, AZ",TTN Phoenix,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/439098732013838337/8q9ZLgpa_normal.png,https://pbs.twimg.com/profile_images/439098732013838337/8q9ZLgpa_normal.png,0084B4,C0DEED,DDEEF6,333333,True,False,TotalTrafficPHX,119849,,none,http://t.co/8EKZi4k5rI,,False
,,,Sun Jan 13 14:06:43 +0000 2019,,,,1084451679699906561,"[[[-89.028906, 39.785267], [-88.8444613, 39.785267], [-88.8444613, 39.9239031], [-89.028906, 39.9239031]]]",Polygon,[],United States,US,"Decatur, IL",9c908d38b1b53897,Decatur,city,https://api.twitter.com/1.1/geo/id/9c908d38b1b53897.json,Oakley Brick Church of the Brethren is closed today due to weather and road conditions.,False,Mon Jan 09 00:16:49 +0000 2012,False,False,"Doug Wolfe, WAND-TV News, NBC. Emmy Nominated I-TEAM Investigative Reporter. Co-Host Busboom & Wolfe TALK 101 FM.  4 Chicago Headline Club Lisagor awards.",[],,9696,False,3022,False,2382,True,False,458825200,458825200,False,False,en,150,"Decatur, Illinois",Doug Wolfe - WAND TV,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/1742515767/DougWAND_normal.jpg,https://pbs.twimg.com/profile_images/1742515767/DougWAND_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,WANDTVDoug,41415,,none,,,True
,,,Sun Jan 13 14:04:55 +0000 2019,,,,1084451229877657600,"[[[-84.6308679, 39.3015447], [-84.4692599, 39.3015447], [-84.4692599, 39.3923186], [-84.6308679, 39.3923186]]]",Polygon,[],United States,US,"Fairfield, OH",010dd00546dbccf2,Fairfield,city,https://api.twitter.com/1.1/geo/id/010dd00546dbccf2.json,"Redeemer Church, 3431 Hamilton Middletown Road, is closed today. No services.",False,Sat Oct 15 14:49:13 +0000 2016,True,False,College Football Country Nonprofits,[],,1435,False,96,False,197,True,True,787304324519133185,787304324519133185,False,False,en,1,"Fairfield, OH",Karen Denise Wittmer,False,F5F8FA,,,False,,http://pbs.twimg.com/profile_images/787308823363059712/GpiC8k4o_normal.jpg,https://pbs.twimg.com/profile_images/787308823363059712/GpiC8k4o_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,kwittm3,146,,none,,,False
,,,Sun Jan 13 13:50:45 +0000 2019,,,,1084447662525607937,"[[[-83.67529, 36.540739], [-75.16644, 36.540739], [-75.16644, 39.466012], [-83.67529, 39.466012]]]",Polygon,[],United States,US,"Virginia, USA",5635c19c2b5078d1,Virginia,admin,https://api.twitter.com/1.1/geo/id/5635c19c2b5078d1.json,"❄Considering a delayed opening at noon today.  If we  receive additional snow this morning, we will stay closed. (A… https://t.co/XJP1odj2RL",False,Mon Jun 15 20:36:24 +0000 2015,False,False,"The Flea Market in Edinburg opened Memorial weekend in 1989. Over the years, we've expanded to include 90 indoor booths filled with more then you might imagine!",[],"[{'expanded_url': 'http://www.edinburgflea.com', 'url': 'https://t.co/OzwBgEoplA', 'indices': [0, 23], 'display_url': 'edinburgflea.com'}]",15,False,53,False,25,True,False,3327900173,3327900173,False,False,en,0,"Edinburg, VA",Flea Market-Edinburg,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3327900173/1434401040,http://pbs.twimg.com/profile_images/610547392014909441/AuBmWqNA_normal.jpg,https://pbs.twimg.com/profile_images/610547392014909441/AuBmWqNA_normal.jpg,4A913C,000000,000000,000000,False,False,EdinburgFleaMkt,79,,none,https://t.co/OzwBgEoplA,,False
,,,Sun Jan 13 13:23:56 +0000 2019,,,,1084440915933048832,"[[[-78.728108, 38.051152], [-78.651865, 38.051152], [-78.651865, 38.082472], [-78.728108, 38.082472]]]",Polygon,[],United States,US,"Crozet, VA",3882c456cf4170c2,Crozet,city,https://api.twitter.com/1.1/geo/id/3882c456cf4170c2.json,We’re closed today due to the snow and road conditions...hope you’re stocked up with plenty of wine! 📸 Kate Greer P… https://t.co/kn0DEnlVAM,False,Wed Jun 24 23:34:20 +0000 2009,False,False,King Family Vineyards is a family-owned and operated vineyard and winery that specializes in the production of small batches of ultra-premium wines.,[],"[{'expanded_url': 'http://www.kingfamilyvineyards.com', 'url': 'https://t.co/th4l2QhQ1P', 'indices': [0, 23], 'display_url': 'kingfamilyvineyards.com'}]",2573,False,5864,False,2473,True,False,50480710,50480710,False,False,en,168,"Crozet, Virginia",KingFamilyVineyards,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,https://pbs.twimg.com/profile_banners/50480710/1455889153,http://pbs.twimg.com/profile_images/533946836693032960/_ZwUMx_k_normal.jpeg,https://pbs.twimg.com/profile_images/533946836693032960/_ZwUMx_k_normal.jpeg,ABB8C2,000000,000000,000000,False,False,kingvineyards,1745,,none,https://t.co/th4l2QhQ1P,,False
,"[-88.030776, 30.692962]",Point,Sun Jan 13 12:45:41 +0000 2019,,"[30.692962, -88.030776]",Point,1084431290022150144,"[[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]]",Polygon,[],United States,US,"Mobile, AL",d049033410e9e81b,Mobile,city,https://api.twitter.com/1.1/geo/id/d049033410e9e81b.json,Special Event on US 98 both dir. @ MP28 at Bankhead Tunnel in Mobile. Road closed. Seek alternate route. More detai… https://t.co/q5vNvevcwM,False,Thu Apr 25 12:37:19 +0000 2013,False,False,"Tweets from the ALGO Traffic System, a service of the Alabama Dpt. of Transportation. Follow for construction, incident, and alert updates!",[],"[{'expanded_url': 'http://algotraffic.com', 'url': 'https://t.co/E1lpxNfzL8', 'indices': [0, 23], 'display_url': 'algotraffic.com'}]",0,False,2379,False,26,True,False,1379350632,1379350632,False,False,en,49,Alabama,algotraffic,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1379350632/1472842001,http://pbs.twimg.com/profile_images/771377976944373760/Jl7abKnz_normal.jpg,https://pbs.twimg.com/profile_images/771377976944373760/Jl7abKnz_normal.jpg,1E824C,000000,000000,000000,False,False,AlgoTraffic,86402,,none,https://t.co/E1lpxNfzL8,,False
,,,Sun Jan 13 12:12:58 +0000 2019,,,,1084423054749425665,"[[[-117.523867, 33.85216], [-117.271365, 33.85216], [-117.271365, 34.019484], [-117.523867, 34.019484]]]",Polygon,[],United States,US,"Riverside, CA",6ba08e404aed471f,Riverside,city,https://api.twitter.com/1.1/geo/id/6ba08e404aed471f.json,"SBCO: SB I-215 at Barton Road, Grand Terrace, multi vehicle collision blocking lanes #1-4 and Barton off ramp is cl… https://t.co/MOeOfQ2wVL",False,Thu Nov 13 22:17:00 +0000 2008,False,False,"California DOT - District 8 (Riverside and San Bernardino Counties). Site is not continuously monitored. In case of an emergency, please dial 911.",[],"[{'expanded_url': 'http://www.dot.ca.gov/dist8', 'url': 'https://t.co/gglYwtcVSw', 'indices': [0, 23], 'display_url': 'dot.ca.gov/dist8'}]",852,False,18950,False,408,True,False,17374166,17374166,False,False,en,455,Southern California,Caltrans District 8,False,022330,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/17374166/1483121943,http://pbs.twimg.com/profile_images/780442676646678528/EInik6_N_normal.jpg,https://pbs.twimg.com/profile_images/780442676646678528/EInik6_N_normal.jpg,0084B4,A8C7F7,FFFFFF,333333,True,False,Caltrans8,24903,,none,https://t.co/gglYwtcVSw,,False
,"[-80.21005, 25.91087]",Point,Sun Jan 13 10:33:24 +0000 2019,,"[25.91087, -80.21005]",Point,1084397997725753344,"[[[-80.229746, 25.8922648], [-80.163078, 25.8922648], [-80.163078, 25.9299606], [-80.229746, 25.9299606]]]",Polygon,[],United States,US,"Golden Glades, FL",dbdbdadee4fbdda9,Golden Glades,city,https://api.twitter.com/1.1/geo/id/dbdbdadee4fbdda9.json,Closed due to road construction in #MiamiDade on 95 Express SB between Golden Glades Entrance and Downtown Miami Exit #SFLtraffic,False,Wed Feb 09 21:43:21 +0000 2011,False,False,"Total Traffic and Weather Network.Hitting the road? Follow us for the latest road conditions, accidents and delays on your South Florida drive.",[],"[{'expanded_url': 'http://ttwnetwork.com', 'url': 'http://t.co/O4RdWLaGCT', 'indices': [0, 22], 'display_url': 'ttwnetwork.com'}]",80,False,11170,False,193,True,False,249831776,249831776,False,False,en,198,"Miami, FL",Total Traffic Miami,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/249831776/1454189260,http://pbs.twimg.com/profile_images/585191558317649920/kTQLI81j_normal.png,https://pbs.twimg.com/profile_images/585191558317649920/kTQLI81j_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,TotalTrafficMIA,205193,,none,http://t.co/O4RdWLaGCT,,False
,"[-117.8511, 34.35686]",Point,Sun Jan 13 10:18:32 +0000 2019,,"[34.35686, -117.8511]",Point,1084394255093772288,"[[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]",Polygon,[],United States,US,"California, USA",fbd6d2f5a4e4a15e,California,admin,https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json,All eastbound lanes are closed due to snow and ice on the road. in #Valyermo on Angeles Crest Hwy EB between CA-39 and Big Pines Hwy,False,Wed Aug 12 21:43:18 +0000 2009,False,False,Providing you #LIVE #traffic updates for your #SoCal drive! Got a tip? Tell us about it on the @RalphsGrocery Saving You Time Traffic Line: (888) 500-5003,[],"[{'expanded_url': 'http://totaltrafficla.com', 'url': 'https://t.co/JwhaVm9kQy', 'indices': [0, 23], 'display_url': 'totaltrafficla.com'}]",86,False,18017,False,532,True,False,65171105,65171105,False,False,en,718,Southern California,Total Traffic LA,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,https://pbs.twimg.com/profile_banners/65171105/1409546470,http://pbs.twimg.com/profile_images/511290019365928960/Lf6blr9Y_normal.jpeg,https://pbs.twimg.com/profile_images/511290019365928960/Lf6blr9Y_normal.jpeg,1100FF,F2E195,FFF7CC,0C3E53,True,False,TotalTrafficLA,239386,,none,https://t.co/JwhaVm9kQy,,False
,"[-85.75, 33.613]",Point,Sun Jan 13 06:36:31 +0000 2019,,"[33.613, -85.75]",Point,1084338383080620032,"[[[-85.9258251, 33.552521], [-85.715332, 33.552521], [-85.715332, 33.639362], [-85.9258251, 33.639362]]]",Polygon,[],United States,US,"Oxford, AL",008b18ef28c3d13b,Oxford,city,https://api.twitter.com/1.1/geo/id/008b18ef28c3d13b.json,Major Crash on I-20 EB @ MP190.3 at Exit 188: US431 N/Leon Smith Pkwy in Anniston. Road closed. Seek alternate rout… https://t.co/PEPGm60UiB,False,Thu Apr 25 12:37:19 +0000 2013,False,False,"Tweets from the ALGO Traffic System, a service of the Alabama Dpt. of Transportation. Follow for construction, incident, and alert updates!",[],"[{'expanded_url': 'http://algotraffic.com', 'url': 'https://t.co/E1lpxNfzL8', 'indices': [0, 23], 'display_url': 'algotraffic.com'}]",0,False,2379,False,26,True,False,1379350632,1379350632,False,False,en,49,Alabama,algotraffic,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1379350632/1472842001,http://pbs.twimg.com/profile_images/771377976944373760/Jl7abKnz_normal.jpg,https://pbs.twimg.com/profile_images/771377976944373760/Jl7abKnz_normal.jpg,1E824C,000000,000000,000000,False,False,AlgoTraffic,86402,,none,https://t.co/E1lpxNfzL8,,False
,"[-95.37297, 29.59789]",Point,Sun Jan 13 03:39:54 +0000 2019,,"[29.59789, -95.37297]",Point,1084293935357460480,"[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",Polygon,[],United States,US,"Houston, TX",1c69a67ad480e1b1,Houston,city,https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json,Closed due to road construction in #Southside on S Sam Houston Tollway EB between Hwy 288 and Cullen #traffic https://t.co/vuUN2yElDh,False,Wed Feb 09 21:09:17 +0000 2011,False,False,Your #1 stop for all your Houston Traffic needs! See a #Traffic issue?  Tweet us or call us on the tip line at 281- 214-0440 #HoustonTexans #HoustonAstros,[],"[{'expanded_url': 'http://www.ktrh.com/pages/traffic_blog.html', 'url': 'http://t.co/cDCHBFKrKR', 'indices': [0, 22], 'display_url': 'ktrh.com/pages/traffic_…'}]",17,False,1926,False,175,True,False,249818911,249818911,False,False,en,107,"Houston, TX",TTN Houston,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/249818911/1373994579,http://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,https://pbs.twimg.com/profile_images/439095145007296512/-ArlzVrH_normal.png,0084B4,FFFFFF,DDEEF6,333333,True,False,TotalTrafficHOU,222504,,none,http://t.co/cDCHBFKrKR,,False
